sample_id,date,region,community,water_source,season,temperature_c,rainfall_mm,ph_level,turbidity_ntu,dissolved_oxygen_mg_l,nitrate_mg_l,coliform_count_cfu,lead_ppm,disease_cases_reported,disease_risk_score,risk_category
WQ-09196,2023-01-19,South South,West Daniel,Well,Dry,32.9,29.5,6.51,17.33,10.44,14.13,362,0.054,3,18.8,Low
WQ-09197,2025-10-31,North East,Terrencetown,Borehole,Dry,23.1,119.8,7.07,26.29,6.02,7.47,186,0.083,4,24.5,Low
WQ-09198,2022-11-21,South East,Stephanieshire,Well,Dry,24.8,6.6,6.83,4.13,8.05,11.2,189,0.02,0,7.6,Low
WQ-09199,2025-11-23,South East,Port Michele,River,Rainy,20.5,42.7,6.23,1.41,7.12,22.69,257,0.013,0,12.1,Low
WQ-09200,2022-09-01,South West,North Davidbury,Lake,Rainy,30.6,86.8,4.86,1.69,4.6,21.83,35,0.022,2,15.3,Low
WQ-09201,2022-11-16,North West,South Brianport,Rainwater,Rainy,24.7,10.6,8.13,12.15,7.73,19.58,316,0.007,1,14.9,Low
WQ-09202,2023-01-21,North West,Port Kimberly,Rainwater,Dry,27.2,101.8,5.08,14.99,6.45,1.68,108,0.008,3,16.5,Low
WQ-09203,2023-07-03,North East,Edwinstad,River,Dry,23.6,85.5,8.26,12.05,4.81,8.51,369,0.064,0,20.7,Low
WQ-09204,2023-08-22,South East,North Gabriellaville,Tap,Dry,23.1,45.4,6.66,5.74,5.27,4.32,150,0.041,2,10.0,Low
WQ-09205,2022-03-10,South East,New Timothychester,Rainwater,Rainy,30.8,29.0,7.43,25.22,7.08,23.0,386,0.052,2,23.5,Low
WQ-09206,2023-10-05,South South,Port Hector,River,Rainy,24.0,10.5,6.74,14.85,7.11,15.45,62,0.103,0,16.8,Low
WQ-09207,2022-03-27,North West,Matthewberg,Well,Rainy,22.3,11.4,6.97,1.65,4.94,12.09,182,0.065,1,9.5,Low
WQ-09208,2024-04-21,North East,Lake Ashleyshire,Borehole,Dry,26.8,23.6,7.54,16.22,4.85,4.66,255,0.007,5,12.3,Low
WQ-09209,2022-05-31,North Central,Suechester,Tap,Rainy,28.9,49.3,7.52,12.52,9.66,39.96,226,0.038,1,20.8,Low
WQ-09210,2023-06-28,North East,Lake Elizabeth,Tap,Rainy,30.5,15.6,6.9,10.14,4.34,10.33,140,0.099,1,14.4,Low
WQ-09211,2024-08-20,North West,Guystad,Rainwater,Rainy,29.8,16.2,5.17,0.61,7.61,10.02,152,0.084,1,13.5,Low
WQ-09212,2022-08-09,South East,Ryanside,Borehole,Dry,25.3,15.3,6.77,19.33,6.04,20.93,33,0.01,1,13.6,Low
WQ-09213,2025-09-19,South South,Schmidtport,Rainwater,Dry,22.5,19.3,8.52,18.54,6.56,29.71,11,0.001,2,17.1,Low
WQ-09214,2024-09-05,South South,Port Brittany,Borehole,Dry,26.9,26.1,7.79,8.88,7.28,9.29,72,0.089,0,14.4,Low
WQ-09215,2024-05-07,South West,Brandonport,Lake,Dry,27.5,15.1,8.85,9.36,7.11,10.38,80,0.015,2,11.8,Low
WQ-09216,2024-04-09,North West,Kathleenchester,Borehole,Rainy,16.9,14.7,6.24,24.61,5.81,26.0,243,0.036,4,21.4,Low
WQ-09217,2022-11-03,North Central,South Emilyfurt,River,Dry,26.6,15.6,8.02,13.04,6.52,16.71,57,0.03,1,13.5,Low
WQ-09218,2025-09-05,South South,Foxfort,Lake,Dry,30.8,33.4,6.52,11.48,6.79,25.6,197,0.016,2,15.0,Low
WQ-09219,2024-01-17,South West,East Glenn,Lake,Dry,27.7,11.6,5.14,14.61,6.13,0.98,266,0.044,3,15.4,Low
WQ-09220,2024-05-08,South East,Garciastad,Well,Rainy,25.9,79.0,8.03,13.17,5.78,18.26,33,0.038,1,17.3,Low
WQ-09221,2023-05-24,South South,Thomasshire,Lake,Rainy,28.2,57.4,6.37,15.18,4.06,11.54,256,0.046,2,17.6,Low
WQ-09222,2024-01-30,South West,South Tylerchester,Borehole,Rainy,31.6,67.2,5.03,17.7,7.66,14.1,182,0.001,1,18.6,Low
WQ-09223,2025-04-04,North West,Dianaview,Well,Rainy,31.1,46.6,6.29,24.67,5.09,14.99,190,0.0,6,17.9,Low
WQ-09224,2024-04-15,North West,East Lauren,Borehole,Dry,29.0,5.7,7.03,0.87,5.22,36.42,192,0.082,2,15.0,Low
WQ-09225,2024-05-27,North East,East Patriciaview,Lake,Rainy,27.0,17.0,5.5,18.06,7.3,12.98,121,0.027,3,16.1,Low
WQ-09226,2024-09-24,North Central,West Coreyton,Tap,Rainy,33.1,29.1,8.29,0.75,6.47,6.23,25,0.038,1,8.2,Low
WQ-09227,2023-03-20,South South,Lake Roberthaven,Rainwater,Rainy,29.6,43.2,7.55,5.42,4.53,6.46,20,0.041,3,9.3,Low
WQ-09228,2024-09-26,North East,Amandaborough,Lake,Dry,19.0,29.7,6.95,17.93,3.48,19.13,206,0.066,1,18.3,Low
WQ-09229,2023-06-23,South East,West Stephanieville,River,Dry,30.9,14.3,7.72,14.37,5.96,21.59,292,0.071,4,19.2,Low
WQ-09230,2022-03-01,South West,West Jasmine,Tap,Dry,27.9,48.3,7.8,13.58,3.87,21.79,132,0.027,1,16.5,Low
WQ-09231,2024-03-30,South South,Port Joshua,River,Dry,27.6,31.2,6.79,11.11,8.91,23.33,292,0.096,2,19.7,Low
WQ-09232,2024-05-18,South South,Lake Nicoleville,Tap,Dry,30.6,40.1,6.37,0.84,8.25,17.2,90,0.037,2,10.2,Low
WQ-09233,2025-11-05,South South,Millston,Borehole,Dry,28.3,35.6,6.88,8.88,7.98,21.09,134,0.021,2,12.2,Low
WQ-09234,2025-03-01,North East,South Scottbury,River,Dry,30.4,51.2,7.83,12.45,6.4,28.91,28,0.082,3,20.1,Low
WQ-09235,2025-10-17,South East,Tamarafort,Well,Rainy,19.3,14.2,5.74,23.47,3.51,2.07,46,0.056,0,16.4,Low
WQ-09236,2024-07-26,North Central,West Evanchester,Tap,Dry,32.6,44.2,5.83,22.02,7.42,36.32,72,0.081,4,25.9,Low
WQ-09237,2025-08-10,South South,Daleland,Borehole,Rainy,24.0,17.1,6.4,7.66,5.09,8.65,138,0.01,3,8.7,Low
WQ-09238,2023-11-29,South East,Samuelfurt,Borehole,Dry,24.1,50.8,7.39,7.6,8.82,5.94,428,0.002,3,11.8,Low
WQ-09239,2022-03-21,South West,Dorseyport,Borehole,Dry,25.2,51.4,6.62,8.52,7.54,27.41,240,0.021,4,15.7,Low
WQ-09240,2023-06-02,North Central,Autumnmouth,River,Dry,25.3,22.4,9.54,2.57,6.28,13.16,59,0.071,2,14.8,Low
WQ-09241,2024-07-25,North West,Hubbardside,Rainwater,Dry,31.4,73.8,7.25,16.32,5.99,15.55,166,0.046,3,18.0,Low
WQ-09242,2022-12-02,South East,East Nathanchester,Rainwater,Rainy,35.7,33.5,7.56,24.93,6.67,25.1,220,0.025,5,20.9,Low
WQ-09243,2022-06-01,North Central,Kevinberg,Tap,Dry,29.8,11.7,6.4,9.83,6.22,2.77,177,0.049,6,10.9,Low
WQ-09244,2025-11-05,South South,New Lindahaven,Lake,Dry,27.6,42.2,6.61,23.3,7.11,15.69,253,0.066,7,21.4,Low
WQ-09245,2025-04-19,North East,Kerrfurt,Lake,Dry,27.3,22.5,5.81,14.98,7.27,7.68,73,0.01,1,12.0,Low
WQ-09246,2025-05-06,South West,North Lisashire,Lake,Dry,20.9,28.0,6.26,21.13,8.26,20.92,153,0.027,2,18.2,Low
WQ-09247,2025-08-21,North East,North Darlene,Rainwater,Rainy,33.5,34.4,8.14,6.31,5.21,14.42,106,0.016,3,11.3,Low
WQ-09248,2022-01-06,South South,Gallegosstad,River,Dry,21.2,56.0,8.09,23.45,6.44,11.14,205,0.004,0,18.3,Low
WQ-09249,2024-09-10,North West,West Pamela,River,Dry,26.5,5.4,5.98,19.08,5.43,20.0,70,0.022,2,15.5,Low
WQ-09250,2024-05-05,North Central,Danielport,River,Dry,27.9,59.8,6.59,20.78,6.63,11.43,92,0.024,2,16.3,Low
WQ-09251,2022-10-25,North Central,Sylviaburgh,Borehole,Dry,23.2,85.1,9.03,10.76,6.11,2.31,243,0.026,1,16.9,Low
WQ-09252,2024-06-29,South South,Buchananton,River,Rainy,29.0,26.8,7.85,3.53,9.05,16.9,66,0.038,0,10.8,Low
WQ-09253,2024-07-18,South West,West Barbarashire,Well,Dry,24.7,38.9,6.5,26.67,5.95,10.31,100,0.062,2,19.9,Low
WQ-09254,2025-06-24,North Central,Bakerhaven,Well,Rainy,25.9,11.0,6.32,0.72,7.21,8.1,283,0.082,0,11.8,Low
WQ-09255,2025-01-13,South South,Kyleville,Well,Rainy,25.3,1.7,5.98,11.98,7.33,33.08,75,0.005,1,14.3,Low
WQ-09256,2025-01-26,South South,North Jesus,Tap,Dry,30.6,13.6,8.34,4.4,5.69,14.91,231,0.028,1,12.1,Low
WQ-09257,2023-02-01,North East,Stokesland,Borehole,Rainy,26.8,25.1,8.73,4.42,4.74,0.71,99,0.075,2,12.2,Low
WQ-09258,2022-06-12,North East,Jennifershire,River,Dry,27.0,7.0,8.38,9.44,6.83,16.61,9,0.066,2,14.2,Low
WQ-09259,2023-08-20,North East,Larsonside,Tap,Dry,26.9,20.3,7.21,3.67,5.22,4.7,359,0.01,2,8.0,Low
WQ-09260,2024-01-19,North West,South Melinda,Tap,Rainy,24.8,48.3,7.44,23.54,5.46,19.35,288,0.023,3,20.3,Low
WQ-09261,2022-10-09,South South,Cynthialand,Rainwater,Rainy,25.6,13.4,6.33,15.71,6.79,7.32,331,0.066,6,16.8,Low
WQ-09262,2024-04-16,South West,Meltonland,Well,Rainy,27.5,7.6,9.42,13.51,7.4,19.83,7,0.008,1,14.8,Low
WQ-09263,2025-11-19,North Central,Willismouth,Rainwater,Rainy,30.9,17.2,8.65,8.66,5.51,9.41,479,0.087,1,19.5,Low
WQ-09264,2023-06-28,North Central,West Chad,Lake,Rainy,30.3,27.6,7.55,12.13,7.25,10.33,70,0.005,2,10.1,Low
WQ-09265,2023-12-03,South East,Ruthfort,River,Rainy,26.8,6.8,6.91,15.18,6.68,7.9,59,0.039,3,10.8,Low
WQ-09266,2023-03-22,North East,Loriside,Well,Rainy,26.8,39.5,8.45,17.17,7.89,0.7,194,0.071,2,17.8,Low
WQ-09267,2025-11-24,South East,North John,Rainwater,Rainy,30.3,69.1,9.03,4.16,5.17,30.12,142,0.04,2,19.0,Low
WQ-09268,2025-01-26,North West,West Jennifertown,Tap,Rainy,26.0,25.4,7.92,16.38,10.58,23.84,319,0.023,4,18.6,Low
WQ-09269,2024-06-23,South South,Brownville,Well,Dry,34.3,30.6,8.64,13.1,6.95,16.64,137,0.03,6,16.3,Low
WQ-09270,2024-05-03,North Central,New Joshua,Lake,Rainy,29.6,9.7,8.3,24.55,6.79,6.96,85,0.016,3,15.5,Low
WQ-09271,2024-07-27,North West,Weaverborough,Tap,Rainy,27.6,16.7,7.93,20.6,8.91,7.4,306,0.048,3,18.0,Low
WQ-09272,2022-10-19,North Central,Benjaminberg,Tap,Dry,30.3,50.7,7.83,12.74,7.21,34.86,217,0.101,4,24.4,Low
WQ-09273,2022-11-10,South South,New Jonathanton,Rainwater,Rainy,27.5,21.3,6.79,16.24,8.04,20.28,353,0.01,3,15.8,Low
WQ-09274,2024-03-27,South South,North Maria,Well,Dry,27.7,78.0,7.27,14.11,8.57,14.71,196,0.053,4,17.9,Low
WQ-09275,2024-11-15,South South,Lake Kathleenview,Borehole,Dry,25.6,83.9,7.08,0.6,5.72,15.32,227,0.069,4,14.2,Low
WQ-09276,2025-12-19,North East,Patrickville,Tap,Dry,26.6,18.8,7.96,16.25,6.54,28.2,110,0.074,1,20.3,Low
WQ-09277,2022-09-02,South West,Peterport,Tap,Rainy,27.3,5.1,8.59,5.59,4.65,21.19,26,0.004,1,10.3,Low
WQ-09278,2023-12-01,South East,East Megan,Borehole,Dry,22.1,41.4,6.98,11.09,6.83,17.24,206,0.016,3,12.8,Low
WQ-09279,2025-08-14,North East,Christensenshire,Tap,Dry,22.3,13.7,7.54,14.33,6.16,3.33,313,0.053,2,14.2,Low
WQ-09280,2023-11-17,South South,East Kelseyport,Tap,Dry,24.2,83.1,8.11,19.56,7.31,29.38,57,0.011,4,20.8,Low
WQ-09281,2025-01-16,South East,South Nicole,Lake,Rainy,19.6,78.4,8.58,16.41,8.87,18.06,139,0.048,2,21.2,Low
WQ-09282,2022-06-02,South South,North Jonport,Borehole,Dry,32.2,133.9,7.59,12.63,5.95,24.37,133,0.048,5,21.8,Low
WQ-09283,2024-02-14,South West,North Matthewland,Lake,Rainy,29.9,35.3,5.72,14.52,4.03,15.23,203,0.128,3,22.8,Low
WQ-09284,2025-07-26,North West,Port Dustin,Tap,Rainy,22.1,72.7,9.26,8.8,7.19,10.12,92,0.085,0,19.7,Low
WQ-09285,2025-04-08,North Central,Reynoldsfort,River,Rainy,22.6,25.0,6.28,22.03,6.09,29.53,188,0.094,4,24.6,Low
WQ-09286,2022-12-23,South South,Lake Angela,River,Dry,27.0,95.6,6.27,24.77,7.58,11.95,143,0.039,4,21.8,Low
WQ-09287,2023-05-03,North West,Port Jasmine,River,Rainy,26.5,67.9,6.53,19.21,5.64,14.59,293,0.049,2,20.4,Low
WQ-09288,2022-06-20,North West,Port Kathryn,Lake,Rainy,24.0,49.6,7.71,27.44,6.91,21.17,318,0.08,4,26.6,Low
WQ-09289,2025-03-27,South East,Rebeccashire,Borehole,Dry,18.1,12.2,7.59,2.1,5.63,25.67,125,0.045,3,11.8,Low
WQ-09290,2025-02-13,South South,New Kathryn,Borehole,Rainy,24.9,10.8,8.36,20.07,5.78,18.77,279,0.029,4,19.1,Low
WQ-09291,2022-01-06,North Central,Emilytown,Rainwater,Rainy,25.1,20.3,7.26,0.66,5.43,13.09,370,0.007,2,8.5,Low
WQ-09292,2022-01-03,South West,Colleenton,Borehole,Rainy,24.8,93.2,7.87,5.54,6.13,10.55,21,0.074,1,15.4,Low
WQ-09293,2024-09-22,South West,New Ashleychester,Rainwater,Rainy,26.1,18.8,4.9,13.89,7.64,5.62,23,0.013,0,12.5,Low
WQ-09294,2022-03-22,North Central,Lake Anne,Well,Dry,27.7,67.1,7.19,5.44,6.2,13.34,454,0.014,3,13.9,Low
WQ-09295,2022-04-23,South East,Aliciatown,Tap,Dry,29.0,45.2,5.87,13.59,8.79,9.6,114,0.045,4,15.5,Low
WQ-09296,2023-08-07,South East,Anthonyside,Well,Dry,28.2,7.2,7.12,17.21,4.43,1.53,137,0.029,4,10.5,Low
WQ-09297,2025-01-27,North East,New Christopher,River,Rainy,31.2,13.7,6.52,2.68,8.68,9.49,200,0.075,5,11.2,Low
WQ-09298,2025-05-07,South South,West Jennifer,Well,Rainy,22.3,45.1,9.11,9.34,6.98,31.3,190,0.083,2,23.3,Low
WQ-09299,2025-08-20,South East,Bobbyport,Tap,Dry,24.9,51.3,6.19,2.09,7.14,8.35,285,0.072,1,14.0,Low
WQ-09300,2025-10-03,North West,New Sarahshire,Tap,Dry,25.7,20.9,7.92,12.68,5.17,23.88,79,0.086,1,18.6,Low
WQ-09301,2022-07-07,North Central,West Markchester,Well,Dry,24.6,26.0,6.99,15.37,5.84,17.94,177,0.073,1,17.0,Low
WQ-09302,2022-04-15,North Central,Stephanieland,Rainwater,Dry,23.6,100.6,7.39,3.11,8.93,10.92,198,0.128,3,19.1,Low
WQ-09303,2022-08-06,South West,Jonathonchester,Tap,Dry,33.6,33.7,7.35,5.21,4.67,8.43,46,0.091,0,12.2,Low
WQ-09304,2022-02-27,South East,East Michael,Rainwater,Rainy,26.4,63.4,7.1,9.21,7.14,25.36,158,0.083,1,18.7,Low
WQ-09305,2024-02-02,South West,Mooreshire,River,Dry,32.6,13.6,6.24,0.97,6.63,17.98,273,0.059,1,12.6,Low
WQ-09306,2025-09-24,North Central,North Carla,River,Rainy,22.7,16.4,7.47,25.57,5.56,10.33,29,0.04,2,16.2,Low
WQ-09307,2022-12-01,North West,Chenfurt,Rainwater,Rainy,30.6,29.0,8.4,26.76,6.74,23.06,118,0.021,3,21.4,Low
WQ-09308,2025-12-11,South West,West Carmen,Lake,Dry,27.8,36.9,7.38,6.46,5.63,5.92,170,0.039,1,10.3,Low
WQ-09309,2022-03-09,South West,West Michael,Rainwater,Dry,26.1,18.9,8.79,13.35,5.36,5.46,187,0.058,2,16.1,Low
WQ-09310,2025-06-23,North Central,Lyonsburgh,Borehole,Dry,30.4,21.1,5.54,21.39,4.61,34.39,248,0.019,4,22.5,Low
WQ-09311,2023-07-05,South East,West Tracy,Well,Rainy,32.3,72.4,7.45,1.09,8.95,5.31,11,0.004,0,6.4,Low
WQ-09312,2025-08-03,South West,East Christopher,Tap,Rainy,28.3,75.8,6.29,15.53,6.81,17.77,36,0.015,3,15.9,Low
WQ-09313,2023-10-21,North East,Port Lisatown,Rainwater,Rainy,22.9,33.8,6.09,13.77,6.77,21.16,426,0.08,1,22.2,Low
WQ-09314,2023-09-26,South South,East Jamieport,Lake,Rainy,25.8,40.7,5.89,4.19,9.8,9.62,342,0.018,0,12.3,Low
WQ-09315,2022-11-06,North West,East Sarah,River,Rainy,22.6,16.6,7.41,9.81,10.04,13.35,52,0.072,3,13.0,Low
WQ-09316,2025-10-02,South East,Tylerstad,Lake,Rainy,20.2,19.4,8.21,8.46,6.75,24.37,22,0.054,0,15.0,Low
WQ-09317,2023-07-31,South West,Andremouth,River,Dry,23.0,100.7,7.26,23.51,9.19,7.52,456,0.012,4,21.2,Low
WQ-09318,2022-08-20,North Central,Woodside,Tap,Rainy,30.0,27.0,7.03,12.36,7.17,0.62,163,0.002,0,7.9,Low
WQ-09319,2024-06-21,North West,Lake Phillip,Lake,Dry,33.3,4.9,6.84,25.15,5.93,22.49,291,0.037,6,19.7,Low
WQ-09320,2022-07-10,North West,Port Joshua,Borehole,Rainy,28.7,20.7,6.68,19.2,5.3,4.54,124,0.022,3,12.4,Low
WQ-09321,2025-06-08,North East,Parkertown,River,Rainy,29.3,84.1,6.36,18.4,6.65,28.05,95,0.064,2,22.9,Low
WQ-09322,2024-03-20,North East,Rosston,Tap,Rainy,21.7,71.4,8.81,7.77,5.15,2.99,80,0.002,0,11.6,Low
WQ-09323,2024-02-16,South West,Morrisonchester,Rainwater,Rainy,31.3,43.9,7.67,9.85,5.37,23.15,140,0.101,1,19.6,Low
WQ-09324,2022-01-10,South South,Port Jasonside,Borehole,Rainy,33.1,9.8,6.76,2.78,5.81,21.6,267,0.093,0,14.8,Low
WQ-09325,2024-10-13,South South,Dodsonfort,Well,Rainy,30.3,57.2,8.58,3.79,6.47,2.33,158,0.099,2,15.7,Low
WQ-09326,2025-05-11,North Central,Scottshire,Tap,Rainy,24.1,32.9,8.09,4.37,8.06,6.58,148,0.083,2,13.4,Low
WQ-09327,2024-12-02,South West,Rachelland,Borehole,Rainy,25.7,61.4,7.47,19.29,6.43,4.8,209,0.024,5,15.8,Low
WQ-09328,2024-11-23,North West,South Lisaburgh,Rainwater,Rainy,27.7,39.9,7.45,32.13,5.29,10.93,258,0.057,4,23.3,Low
WQ-09329,2023-07-13,South South,Dawnberg,Borehole,Rainy,32.2,61.8,6.09,10.81,7.36,0.76,211,0.107,1,17.9,Low
WQ-09330,2024-11-21,South South,Dianeville,Rainwater,Dry,22.3,41.9,7.64,9.04,5.49,26.07,27,0.001,0,12.3,Low
WQ-09331,2024-10-27,North Central,Port Danielleside,River,Rainy,29.3,40.2,7.25,9.68,5.04,24.87,31,0.137,4,20.0,Low
WQ-09332,2022-04-03,South East,Heatherside,River,Rainy,23.1,63.9,5.19,16.75,6.47,16.84,270,0.015,4,20.1,Low
WQ-09333,2023-06-08,South West,Careyton,Well,Rainy,28.5,18.2,8.75,8.26,8.77,17.19,92,0.037,1,14.2,Low
WQ-09334,2025-03-02,North West,Gilbertshire,Well,Dry,20.4,76.7,6.83,8.43,7.53,22.0,197,0.036,3,16.0,Low
WQ-09335,2023-03-05,South South,South Vanessaland,Rainwater,Rainy,33.5,66.8,8.16,12.13,9.59,4.01,213,0.026,3,14.8,Low
WQ-09336,2023-05-14,North East,South Elizabethfort,Well,Rainy,29.6,36.2,8.07,14.46,5.61,17.22,189,0.036,2,17.0,Low
WQ-09337,2025-04-25,North West,West Jay,River,Rainy,29.8,36.0,7.85,4.2,9.22,1.02,107,0.048,1,9.3,Low
WQ-09338,2022-07-05,North Central,East Jason,Borehole,Dry,25.2,38.6,8.99,5.66,6.39,9.28,32,0.043,2,12.9,Low
WQ-09339,2025-11-20,South West,Lake Allison,Borehole,Rainy,21.2,89.0,6.18,10.16,4.35,33.79,209,0.059,3,22.4,Low
WQ-09340,2024-04-20,North Central,New Corey,Rainwater,Rainy,28.4,27.3,8.31,11.77,7.5,14.64,172,0.097,3,19.1,Low
WQ-09341,2025-05-06,South West,North Jennifer,Tap,Rainy,31.1,84.9,6.83,16.94,9.36,14.06,189,0.05,4,18.8,Low
WQ-09342,2023-05-13,North East,Williamsmouth,River,Dry,25.2,16.4,5.24,4.66,7.72,10.16,77,0.031,0,10.8,Low
WQ-09343,2022-08-30,North West,Port Yolandastad,Rainwater,Rainy,28.0,66.0,9.72,17.8,7.11,24.02,446,0.014,1,25.6,Low
WQ-09344,2022-04-18,South South,New Lisastad,Lake,Dry,21.1,37.4,5.64,13.24,6.82,19.32,136,0.015,2,15.7,Low
WQ-09345,2025-08-25,South West,South Tabitha,Tap,Dry,28.4,101.6,6.72,7.43,8.45,28.24,468,0.049,2,21.8,Low
WQ-09346,2022-03-23,North West,Port Wendy,Lake,Dry,23.1,53.0,6.91,9.11,5.66,5.33,241,0.002,1,9.8,Low
WQ-09347,2023-06-27,North East,Triciaville,River,Rainy,31.3,28.5,5.81,3.47,4.35,29.04,123,0.013,1,13.0,Low
WQ-09348,2025-09-19,North East,Gardnermouth,Well,Rainy,24.5,36.9,5.75,7.26,8.79,5.82,232,0.112,3,17.6,Low
WQ-09349,2023-11-11,North East,Weavermouth,Borehole,Rainy,30.5,14.6,7.14,0.73,6.6,10.92,142,0.035,1,7.1,Low
WQ-09350,2025-03-22,North West,New Mary,Rainwater,Dry,24.3,65.5,8.1,7.24,6.92,8.15,96,0.063,1,14.7,Low
WQ-09351,2025-06-02,South South,Lake Andrew,Tap,Dry,24.5,20.2,7.11,19.77,5.46,16.32,44,0.045,2,15.2,Low
WQ-09352,2024-08-21,North East,Catherineborough,Borehole,Rainy,22.7,34.3,7.76,8.99,7.18,5.06,34,0.043,0,10.6,Low
WQ-09353,2024-07-04,South West,Dominicfort,Well,Rainy,24.1,11.2,7.52,7.51,8.31,32.48,231,0.008,2,13.7,Low
WQ-09354,2023-08-27,North West,Atkinstown,Tap,Dry,28.6,51.3,9.27,14.36,6.18,8.18,108,0.092,1,21.0,Low
WQ-09355,2024-07-22,North East,Daughertyhaven,Rainwater,Dry,22.4,56.3,7.8,6.26,8.73,22.8,142,0.046,1,15.6,Low
WQ-09356,2025-10-29,North Central,Dianetown,Tap,Rainy,29.1,77.7,7.16,15.2,4.04,17.9,162,0.027,1,16.8,Low
WQ-09357,2023-06-22,South East,Markton,River,Dry,36.3,56.9,7.33,23.99,6.0,20.39,360,0.008,3,20.7,Low
WQ-09358,2023-01-11,South East,East Vincenttown,Borehole,Rainy,23.1,10.3,7.1,0.13,4.32,8.14,367,0.002,0,6.2,Low
WQ-09359,2023-07-10,South East,Port Alexandra,Well,Dry,23.9,13.0,6.2,7.47,7.1,14.68,29,0.053,1,11.6,Low
WQ-09360,2024-05-17,North West,Lindseytown,River,Dry,35.8,45.2,6.55,14.46,3.37,18.4,147,0.019,1,14.9,Low
WQ-09361,2025-04-22,South East,Thompsonbury,Tap,Rainy,22.6,24.0,9.26,1.82,5.21,8.63,261,0.058,0,14.4,Low
WQ-09362,2024-08-21,South South,Lake Toddville,Rainwater,Rainy,18.1,149.0,7.04,8.71,8.15,19.74,67,0.057,1,19.0,Low
WQ-09363,2023-11-06,North West,East Bobbytown,Well,Rainy,21.0,40.9,7.59,15.92,5.59,0.49,62,0.02,2,11.2,Low
WQ-09364,2023-08-27,South South,East Jeanview,Well,Rainy,31.2,88.0,8.16,10.81,6.0,11.63,13,0.041,4,15.8,Low
WQ-09365,2022-01-09,North Central,Davisfurt,River,Rainy,30.5,24.1,8.75,23.99,6.55,19.52,80,0.042,5,21.0,Low
WQ-09366,2025-04-05,North Central,North Robertborough,Rainwater,Dry,29.2,49.4,6.37,12.44,6.65,18.25,274,0.091,5,20.5,Low
WQ-09367,2022-01-07,South West,East Kimberlyborough,River,Rainy,28.2,19.6,6.73,13.06,6.51,17.55,144,0.069,1,15.7,Low
WQ-09368,2023-01-08,South West,Ryanview,Well,Rainy,28.2,51.6,6.68,11.32,4.53,29.6,339,0.013,2,17.6,Low
WQ-09369,2025-09-20,South West,Port Kimberly,Tap,Rainy,30.6,74.1,9.77,0.68,6.36,0.47,55,0.071,0,14.6,Low
WQ-09370,2023-05-30,North Central,East Joshuashire,Lake,Dry,27.1,151.5,8.25,19.67,6.64,11.96,193,0.1,5,28.0,Low
WQ-09371,2022-08-16,South East,Perryfort,River,Dry,27.7,7.8,6.31,7.09,8.71,8.78,69,0.035,1,9.1,Low
WQ-09372,2023-08-27,North East,Calebburgh,Well,Rainy,29.6,70.9,9.24,11.03,5.33,6.7,122,0.07,2,19.1,Low
WQ-09373,2024-05-14,South East,West Emilyburgh,Rainwater,Dry,25.2,60.3,5.27,0.13,8.76,22.14,176,0.032,2,14.7,Low
WQ-09374,2024-04-13,South West,North Stephaniehaven,Lake,Rainy,29.1,14.2,6.55,21.36,6.32,12.07,373,0.025,5,17.3,Low
WQ-09375,2024-04-18,North Central,Port Monicaview,Borehole,Rainy,32.1,93.4,9.64,5.04,7.2,1.45,139,0.001,1,13.6,Low
WQ-09376,2025-12-15,South South,New James,Tap,Dry,29.0,69.1,7.55,0.3,8.2,33.38,243,0.024,2,15.3,Low
WQ-09377,2022-05-08,North East,Ryanmouth,Lake,Dry,29.4,68.2,8.56,17.1,6.99,23.15,134,0.024,4,20.4,Low
WQ-09378,2023-11-18,South East,West Barbaraborough,Borehole,Rainy,30.4,13.6,7.55,7.68,7.78,16.59,141,0.03,0,11.3,Low
WQ-09379,2023-10-10,South South,Jaredview,Well,Dry,24.1,53.0,7.5,8.64,6.85,7.61,33,0.017,1,9.8,Low
WQ-09380,2022-03-13,North East,North Robertburgh,Borehole,Rainy,29.4,38.6,6.7,29.68,7.66,20.6,254,0.01,4,20.9,Low
WQ-09381,2024-07-09,North East,Garciaview,Lake,Dry,27.0,65.0,9.06,40.8,6.59,9.32,66,0.044,1,27.9,Low
WQ-09382,2023-05-24,South West,Port Marytown,Well,Dry,29.7,26.2,5.8,6.01,6.45,16.13,99,0.048,0,13.2,Low
WQ-09383,2025-10-14,North Central,Port Scotthaven,River,Rainy,23.1,5.8,7.45,9.02,4.35,27.92,169,0.005,1,12.2,Low
WQ-09384,2022-05-19,North East,Dianeburgh,Lake,Rainy,29.8,101.2,7.72,12.0,4.9,13.79,167,0.025,0,17.0,Low
WQ-09385,2023-08-06,South South,Jasonstad,Tap,Dry,26.0,81.8,6.12,12.62,6.43,4.08,54,0.078,3,16.8,Low
WQ-09386,2024-05-06,North West,Andradefort,Tap,Rainy,29.8,12.0,5.71,15.62,4.32,16.93,235,0.054,1,18.1,Low
WQ-09387,2022-09-24,North East,Angelahaven,Borehole,Dry,36.2,32.8,8.73,8.22,5.35,14.17,252,0.026,4,15.2,Low
WQ-09388,2025-01-18,South West,Lake Michaelburgh,Borehole,Dry,27.7,18.7,6.28,25.56,4.22,5.82,46,0.04,5,16.1,Low
